region,age,edu_level,sex,year,people
01 stockholms län,65-74 år,uppgift om utbildningsnivå saknas,män,2010,1415
01 stockholms län,65-74 år,uppgift om utbildningsnivå saknas,kvinnor,2010,1889
03 uppsala län,16-24 år,förgymnasial utbildning kortare än 9 år,män,2010,105
03 uppsala län,16-24 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,85
03 uppsala län,16-24 år,"förgymnasial utbildning, 9 (10) år",män,2010,8548
03 uppsala län,16-24 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,7697
03 uppsala län,16-24 år,"gymnasial utbildning, högst 2 år",män,2010,826
03 uppsala län,16-24 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,695
03 uppsala län,16-24 år,"gymnasial utbildning, 3 år",män,2010,8179
03 uppsala län,16-24 år,"gymnasial utbildning, 3 år",kvinnor,2010,7657
03 uppsala län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,3328
03 uppsala län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,4510
03 uppsala län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,964
03 uppsala län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,1524
03 uppsala län,16-24 år,forskarutbildning,män,2010,0
03 uppsala län,16-24 år,forskarutbildning,kvinnor,2010,0
03 uppsala län,16-24 år,uppgift om utbildningsnivå saknas,män,2010,1190
03 uppsala län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2010,952
03 uppsala län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2010,321
03 uppsala län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,309
03 uppsala län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2010,1921
03 uppsala län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,1208
03 uppsala län,25-34 år,"gymnasial utbildning, högst 2 år",män,2010,1454
03 uppsala län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,1125
03 uppsala län,25-34 år,"gymnasial utbildning, 3 år",män,2010,7491
03 uppsala län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2010,5386
03 uppsala län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,3497
03 uppsala län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,3148
03 uppsala län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,6776
03 uppsala län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,9550
03 uppsala län,25-34 år,forskarutbildning,män,2010,473
03 uppsala län,25-34 år,forskarutbildning,kvinnor,2010,399
03 uppsala län,25-34 år,uppgift om utbildningsnivå saknas,män,2010,848
03 uppsala län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2010,588
03 uppsala län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2010,261
03 uppsala län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,433
03 uppsala län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2010,1975
03 uppsala län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,1256
03 uppsala län,35-44 år,"gymnasial utbildning, högst 2 år",män,2010,7266
03 uppsala län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,4824
03 uppsala län,35-44 år,"gymnasial utbildning, 3 år",män,2010,3592
03 uppsala län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2010,4588
03 uppsala län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,3211
03 uppsala län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,2972
03 uppsala län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,4935
03 uppsala län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,7133
03 uppsala län,35-44 år,forskarutbildning,män,2010,1118
03 uppsala län,35-44 år,forskarutbildning,kvinnor,2010,948
03 uppsala län,35-44 år,uppgift om utbildningsnivå saknas,män,2010,282
03 uppsala län,35-44 år,uppgift om utbildningsnivå saknas,kvinnor,2010,217
03 uppsala län,45-54 år,förgymnasial utbildning kortare än 9 år,män,2010,339
03 uppsala län,45-54 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,410
03 uppsala län,45-54 år,"förgymnasial utbildning, 9 (10) år",män,2010,3097
03 uppsala län,45-54 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,1869
03 uppsala län,45-54 år,"gymnasial utbildning, högst 2 år",män,2010,8039
03 uppsala län,45-54 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,6811
03 uppsala län,45-54 år,"gymnasial utbildning, 3 år",män,2010,2432
03 uppsala län,45-54 år,"gymnasial utbildning, 3 år",kvinnor,2010,3123
03 uppsala län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,2840
03 uppsala län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,3474
03 uppsala län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,3248
03 uppsala län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,4707
03 uppsala län,45-54 år,forskarutbildning,män,2010,1084
03 uppsala län,45-54 år,forskarutbildning,kvinnor,2010,681
03 uppsala län,45-54 år,uppgift om utbildningsnivå saknas,män,2010,154
03 uppsala län,45-54 år,uppgift om utbildningsnivå saknas,kvinnor,2010,140
03 uppsala län,55-64 år,förgymnasial utbildning kortare än 9 år,män,2010,1803
03 uppsala län,55-64 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,1311
03 uppsala län,55-64 år,"förgymnasial utbildning, 9 (10) år",män,2010,2951
03 uppsala län,55-64 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,2287
03 uppsala län,55-64 år,"gymnasial utbildning, högst 2 år",män,2010,5569
03 uppsala län,55-64 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,6883
03 uppsala län,55-64 år,"gymnasial utbildning, 3 år",män,2010,2930
03 uppsala län,55-64 år,"gymnasial utbildning, 3 år",kvinnor,2010,2113
03 uppsala län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,2543
03 uppsala län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,3284
03 uppsala län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,3718
03 uppsala län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,4521
03 uppsala län,55-64 år,forskarutbildning,män,2010,1067
03 uppsala län,55-64 år,forskarutbildning,kvinnor,2010,511
03 uppsala län,55-64 år,uppgift om utbildningsnivå saknas,män,2010,90
03 uppsala län,55-64 år,uppgift om utbildningsnivå saknas,kvinnor,2010,115
03 uppsala län,65-74 år,förgymnasial utbildning kortare än 9 år,män,2010,4404
03 uppsala län,65-74 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,3475
03 uppsala län,65-74 år,"förgymnasial utbildning, 9 (10) år",män,2010,919
03 uppsala län,65-74 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,1364
03 uppsala län,65-74 år,"gymnasial utbildning, högst 2 år",män,2010,3073
03 uppsala län,65-74 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,4822
03 uppsala län,65-74 år,"gymnasial utbildning, 3 år",män,2010,2354
03 uppsala län,65-74 år,"gymnasial utbildning, 3 år",kvinnor,2010,953
03 uppsala län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,1262
03 uppsala län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,1788
03 uppsala län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,2399
03 uppsala län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,2881
03 uppsala län,65-74 år,forskarutbildning,män,2010,896
03 uppsala län,65-74 år,forskarutbildning,kvinnor,2010,307
03 uppsala län,65-74 år,uppgift om utbildningsnivå saknas,män,2010,118
03 uppsala län,65-74 år,uppgift om utbildningsnivå saknas,kvinnor,2010,139
04 södermanlands län,16-24 år,förgymnasial utbildning kortare än 9 år,män,2010,168
04 södermanlands län,16-24 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,184
04 södermanlands län,16-24 år,"förgymnasial utbildning, 9 (10) år",män,2010,7125
04 södermanlands län,16-24 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,6682
04 södermanlands län,16-24 år,"gymnasial utbildning, högst 2 år",män,2010,563
04 södermanlands län,16-24 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,444
04 södermanlands län,16-24 år,"gymnasial utbildning, 3 år",män,2010,6793
04 södermanlands län,16-24 år,"gymnasial utbildning, 3 år",kvinnor,2010,5774
04 södermanlands län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,684
04 södermanlands län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,1238
04 södermanlands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,116
04 södermanlands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,314
04 södermanlands län,16-24 år,forskarutbildning,män,2010,0
04 södermanlands län,16-24 år,forskarutbildning,kvinnor,2010,0
04 södermanlands län,16-24 år,uppgift om utbildningsnivå saknas,män,2010,784
04 södermanlands län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2010,640
04 södermanlands län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2010,450
04 södermanlands län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,478
04 södermanlands län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2010,1843
04 södermanlands län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,1209
04 södermanlands län,25-34 år,"gymnasial utbildning, högst 2 år",män,2010,1551
04 södermanlands län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,1191
04 södermanlands län,25-34 år,"gymnasial utbildning, 3 år",män,2010,6304
04 södermanlands län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2010,4784
04 södermanlands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,1619
04 södermanlands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,1769
04 södermanlands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,2064
04 södermanlands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,3973
04 södermanlands län,25-34 år,forskarutbildning,män,2010,28
04 södermanlands län,25-34 år,forskarutbildning,kvinnor,2010,29
04 södermanlands län,25-34 år,uppgift om utbildningsnivå saknas,män,2010,438
04 södermanlands län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2010,391
04 södermanlands län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2010,321
04 södermanlands län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,515
04 södermanlands län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2010,1732
04 södermanlands län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,1254
04 södermanlands län,35-44 år,"gymnasial utbildning, högst 2 år",män,2010,7295
04 södermanlands län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,4803
04 södermanlands län,35-44 år,"gymnasial utbildning, 3 år",män,2010,3093
04 södermanlands län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2010,3659
04 södermanlands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,2400
04 södermanlands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,2541
04 södermanlands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,2509
04 södermanlands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,4404
04 södermanlands län,35-44 år,forskarutbildning,män,2010,133
04 södermanlands län,35-44 år,forskarutbildning,kvinnor,2010,93
04 södermanlands län,35-44 år,uppgift om utbildningsnivå saknas,män,2010,205
04 södermanlands län,35-44 år,uppgift om utbildningsnivå saknas,kvinnor,2010,181
04 södermanlands län,45-54 år,förgymnasial utbildning kortare än 9 år,män,2010,442
04 södermanlands län,45-54 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,467
04 södermanlands län,45-54 år,"förgymnasial utbildning, 9 (10) år",män,2010,2714
04 södermanlands län,45-54 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,1925
04 södermanlands län,45-54 år,"gymnasial utbildning, högst 2 år",män,2010,8119
04 södermanlands län,45-54 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,6636
04 södermanlands län,45-54 år,"gymnasial utbildning, 3 år",män,2010,2087
04 södermanlands län,45-54 år,"gymnasial utbildning, 3 år",kvinnor,2010,2560
04 södermanlands län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,2564
04 södermanlands län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,2700
04 södermanlands län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,1848
04 södermanlands län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,2974
04 södermanlands län,45-54 år,forskarutbildning,män,2010,125
04 södermanlands län,45-54 år,forskarutbildning,kvinnor,2010,68
04 södermanlands län,45-54 år,uppgift om utbildningsnivå saknas,män,2010,151
04 södermanlands län,45-54 år,uppgift om utbildningsnivå saknas,kvinnor,2010,144
04 södermanlands län,55-64 år,förgymnasial utbildning kortare än 9 år,män,2010,2755
04 södermanlands län,55-64 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,2141
04 södermanlands län,55-64 år,"förgymnasial utbildning, 9 (10) år",män,2010,2323
04 södermanlands län,55-64 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,2163
04 södermanlands län,55-64 år,"gymnasial utbildning, högst 2 år",män,2010,5686
04 södermanlands län,55-64 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,6912
04 södermanlands län,55-64 år,"gymnasial utbildning, 3 år",män,2010,2842
04 södermanlands län,55-64 år,"gymnasial utbildning, 3 år",kvinnor,2010,1756
04 södermanlands län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,2378
04 södermanlands län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,2588
04 södermanlands län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,2097
04 södermanlands län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,2731
04 södermanlands län,55-64 år,forskarutbildning,män,2010,127
04 södermanlands län,55-64 år,forskarutbildning,kvinnor,2010,46
04 södermanlands län,55-64 år,uppgift om utbildningsnivå saknas,män,2010,97
04 södermanlands län,55-64 år,uppgift om utbildningsnivå saknas,kvinnor,2010,134
04 södermanlands län,65-74 år,förgymnasial utbildning kortare än 9 år,män,2010,5068
04 södermanlands län,65-74 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,4334
04 södermanlands län,65-74 år,"förgymnasial utbildning, 9 (10) år",män,2010,765
04 södermanlands län,65-74 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,1298
04 södermanlands län,65-74 år,"gymnasial utbildning, högst 2 år",män,2010,3559
04 södermanlands län,65-74 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,5340
04 södermanlands län,65-74 år,"gymnasial utbildning, 3 år",män,2010,2680
04 södermanlands län,65-74 år,"gymnasial utbildning, 3 år",kvinnor,2010,943
04 södermanlands län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,1423
04 södermanlands län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,1533
04 södermanlands län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,1552
04 södermanlands län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,1803
04 södermanlands län,65-74 år,forskarutbildning,män,2010,127
04 södermanlands län,65-74 år,forskarutbildning,kvinnor,2010,26
04 södermanlands län,65-74 år,uppgift om utbildningsnivå saknas,män,2010,133
04 södermanlands län,65-74 år,uppgift om utbildningsnivå saknas,kvinnor,2010,169
05 östergötlands län,16-24 år,förgymnasial utbildning kortare än 9 år,män,2010,253
05 östergötlands län,16-24 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,236
05 östergötlands län,16-24 år,"förgymnasial utbildning, 9 (10) år",män,2010,11124
05 östergötlands län,16-24 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,10116
05 östergötlands län,16-24 år,"gymnasial utbildning, högst 2 år",män,2010,1214
05 östergötlands län,16-24 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,863
05 östergötlands län,16-24 år,"gymnasial utbildning, 3 år",män,2010,10836
05 östergötlands län,16-24 år,"gymnasial utbildning, 3 år",kvinnor,2010,9410
05 östergötlands län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,3843
05 östergötlands län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,3980
05 östergötlands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,965
05 östergötlands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,1151
05 östergötlands län,16-24 år,forskarutbildning,män,2010,1
05 östergötlands län,16-24 år,forskarutbildning,kvinnor,2010,0
05 östergötlands län,16-24 år,uppgift om utbildningsnivå saknas,män,2010,1422
05 östergötlands län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2010,1130
05 östergötlands län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2010,587
05 östergötlands län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,615
05 östergötlands län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2010,2574
05 östergötlands län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,1645
05 östergötlands län,25-34 år,"gymnasial utbildning, högst 2 år",män,2010,2393
05 östergötlands län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,1722
05 östergötlands län,25-34 år,"gymnasial utbildning, 3 år",män,2010,9781
05 östergötlands län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2010,7451
05 östergötlands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,3898
05 östergötlands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,3142
05 östergötlands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,6885
05 östergötlands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,9109
05 östergötlands län,25-34 år,forskarutbildning,män,2010,234
05 östergötlands län,25-34 år,forskarutbildning,kvinnor,2010,156
05 östergötlands län,25-34 år,uppgift om utbildningsnivå saknas,män,2010,779
05 östergötlands län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2010,729
05 östergötlands län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2010,477
05 östergötlands län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2010,677
05 östergötlands län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2010,2327
05 östergötlands län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2010,1621
05 östergötlands län,35-44 år,"gymnasial utbildning, högst 2 år",män,2010,10414
05 östergötlands län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2010,6716
05 östergötlands län,35-44 år,"gymnasial utbildning, 3 år",män,2010,5270
05 östergötlands län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2010,6335
05 östergötlands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2010,4217
05 östergötlands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2010,3846
05 östergötlands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2010,5364
05 östergötlands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2010,7728
05 östergötlands län,35-44 år,forskarutbildning,män,2010,574
